name,profile,url,bias,factual,credibility
Scottsbluff Star-Herald – Bias and Credibility,https://mediabiasfactcheck.com/scottsbluff-star-herald-bias/,www.starherald.com,center,high,high credibility
Shareably – Bias and Credibility,https://mediabiasfactcheck.com/shareably/,www.shareably.net,center,mixed,medium credibility
Simple Politics – Bias and Credibility,https://mediabiasfactcheck.com/simple-politics/,www.simplepolitics.co.uk,center,high,high credibility
ToddStarnes.com – Bias and Credibility,https://mediabiasfactcheck.com/toddstarnes-com/,www.toddstarnes.com,extreme-right,mixed,low credibility
Treasure Valley Times – Bias and Credibility,https://mediabiasfactcheck.com/treasure-valley-times/,www.treasurevalleytimes.com,right-center,mixed,low credibility
Spectrum News – NY1 – Bias and Credibility,https://mediabiasfactcheck.com/spectrum-news-ny1/,www.ny1.com,center,high,high credibility
St. James Plaindealer – Bias and Credibility,https://mediabiasfactcheck.com/st-james-plaindealer-bias/,www.stjamesnews.com,center,high,high credibility
Statista – Bias and Credibility,https://mediabiasfactcheck.com/statista/,www.statista.com,center,high,high credibility
Unite America First – Bias and Credibility,https://mediabiasfactcheck.com/unite-america-first/,www.uniteamericafirst.com,extreme-right,low,low credibility
US Backlash – Bias and Credibility,https://mediabiasfactcheck.com/us-backlash/,www.usbacklash.org,extreme-right,VeryLow,low credibility
Teton Valley News – Bias and Credibility,https://mediabiasfactcheck.com/teton-valley-news-bias/,www.tetonvalleynews.net,center,high,high credibility
The Australian Financial Review – Bias and Credibility,https://mediabiasfactcheck.com/the-australian-financial-review/,www.afr.com,center,high,high credibility
The Canadian Press – Bias and Credibility,https://mediabiasfactcheck.com/the-canadian-press/,www.thecanadianpress.com,center,high,high credibility
The Daily Gazette – Bias and Credibility,https://mediabiasfactcheck.com/the-daily-gazette/,www.dailygazette.com,center,high,high credibility
WC Minnesota News – Bias and Credibility,https://mediabiasfactcheck.com/wc-minnesota-news-bias/,www.wcminnesotanews.com,right-center,mixed,low credibility
The Herald Journal (Utah) – Bias and Credibility,https://mediabiasfactcheck.com/the-herald-journal-utah/,www.hjnews.com,center,high,high credibility
West Central Alabama News – Bias and Credibility,https://mediabiasfactcheck.com/west-central-alabama-news/,www.wcalabamanews.com,right-center,mixed,low credibility
West DSM News – Bias and Credibility,https://mediabiasfactcheck.com/west-dsm-news-bias/,www.westdsmnews.com,right-center,mixed,low credibility
West Indy News – Bias and Credibility,https://mediabiasfactcheck.com/west-indy-news-bias/,www.westindynews.com,right-center,mixed,low credibility
West Pennyroyal News – Bias and Credibility,https://mediabiasfactcheck.com/west-pennyroyal-news-bias/,www.westpennyroyalnews.com,right-center,mixed,low credibility
The Northern Echo – Bias and Credibility,https://mediabiasfactcheck.com/the-northern-echo-bias/,www.thenorthernecho.co.uk,center,high,high credibility
Sumter Times – Bias and Credibility,https://mediabiasfactcheck.com/sumter-times/,www.auburntimes.com,right-center,mixed,low credibility
Sussex Review – Bias and Credibility,https://mediabiasfactcheck.com/sussex-review/,www.sussexreview.com,right-center,mixed,low credibility
Opelika Auburn News – Bias and Credibility,https://mediabiasfactcheck.com/opelika-auburn-news/,www.oanow.com,center,high,high credibility
SW Indiana News – Bias and Credibility,https://mediabiasfactcheck.com/sw-indiana-news-bias/,www.swindiananews.com,right-center,mixed,low credibility
SW New Hampshire News – Bias and Credibility,https://mediabiasfactcheck.com/sw-new-hampshire-news-bias/,www.swnewhampshirenews.com,right-center,mixed,low credibility
Syriana Analysis – Bias and Credibility,https://mediabiasfactcheck.com/syriana-analysis/,www.syriana-analysis.com,left,mixed,low credibility
Tasnim News Agency – Bias and Credibility,https://mediabiasfactcheck.com/tasnim-news-agency/,www.tasnimnews.com,right,mixed,low credibility
TeleSUR – Bias and Credibility,https://mediabiasfactcheck.com/telesur/,www.telesurenglish.net,left,mixed,low credibility
Postville Herald – Bias and Credibility,https://mediabiasfactcheck.com/postville-herald-bias/,www.postvilleherald.com,center,high,high credibility
The Buffalo Chronicle – Bias and Credibility,https://mediabiasfactcheck.com/the-buffalo-chronicle/,www.buffalochronicle.com,extreme-right,mixed,low credibility
Public Religion Research Institute (PRRI) – Bias and Credibility,https://mediabiasfactcheck.com/public-religion-research-institute-prri/,www.prri.org,center,very high,no credibility rating available
The Economic Times – Bias and Credibility,https://mediabiasfactcheck.com/the-economic-times/,economictimes.indiatimes.com,right-center,mixed,low credibility
The Florida Standard – Bias and Credibility,https://mediabiasfactcheck.com/the-florida-standard-bias/,www.theflstandard.com,right,mixed,low credibility
The Hayride – Bias and Credibility,https://mediabiasfactcheck.com/the-hayride/,www.thehayride.com,extreme-right,low,low credibility
The Last Resistance – Bias and Credibility,https://mediabiasfactcheck.com/the-last-resistance/,www.lastresistance.com,extreme-right,low,no credibility rating available
RNZ (Radio New Zealand) – Bias and Credibility,https://mediabiasfactcheck.com/rnz-radio-new-zealand-bias/,www.rnz.co.nz,center,high,high credibility
The National (UAE) – Bias and Credibility,https://mediabiasfactcheck.com/the-national-uae/,www.thenationalnews.com,right-center,mixed,low credibility
The Post & Email – Bias and Credibility,https://mediabiasfactcheck.com/the-post-email/,www.thepostemail.com,right,mixed,low credibility
SanTan Sun News – Bias and Credibility,https://mediabiasfactcheck.com/santan-sun-news-bias/,www.santansun.com,center,high,high credibility
Science Debate – Bias and Credibility,https://mediabiasfactcheck.com/science-debate/,www.sciencedebate.org,center,very high,no credibility rating available
Scranton Times-Tribune – Bias and Credibility,https://mediabiasfactcheck.com/scranton-times-tribune-bias/,www.thetimes-tribune.com,center,high,high credibility
Shreveport Times – Bias and Credibility,https://mediabiasfactcheck.com/shreveport-times/,www.shreveporttimes.com,center,high,high credibility
SmartNews – Bias and Credibility,https://mediabiasfactcheck.com/smartnews/,www.smartnews.com,center,mixed,medium credibility
Treasure Coast Sun – Bias and Credibility,https://mediabiasfactcheck.com/treasure-coast-sun/,www.treasurecoastsun.com,right-center,mixed,low credibility
Spectrum News Local – Bias and Credibility,https://mediabiasfactcheck.com/spectrum-news-bias/,www.spectrumlocalnews.com,center,high,high credibility
Truth and Action – Bias and Credibility,https://mediabiasfactcheck.com/truth-and-action/,www.truthandaction.org,extreme-right,low,low credibility
Turning Point USA – Bias and Credibility,https://mediabiasfactcheck.com/turning-point-usa/,www.tpusa.com,right,low,low credibility
Union County Review – Bias and Credibility,https://mediabiasfactcheck.com/union-county-review-bias/,www.unioncountyreview.com,right-center,mixed,low credibility
Upper Peninsula Times – Bias and Credibility,https://mediabiasfactcheck.com/upper-peninsula-times-bias/,www.upperpeninsulatimes.com,left-center,mixed,low credibility
USSA News – Bias and Credibility,https://mediabiasfactcheck.com/ussa-news/,www.ussanews.com,extreme-right,low,low credibility
The Auburn Citizen – Bias and Credibility,https://mediabiasfactcheck.com/the-auburn-citizen/,www.auburnpub.com,center,high,high credibility
Warner Robins Today – Bias and Credibility,https://mediabiasfactcheck.com/warner-robins-today/,www.warnerrobinstoday.com,right-center,mixed,low credibility
Waterford Today – Bias and Credibility,https://mediabiasfactcheck.com/waterford-today-bias/,www.waterfordtoday.com,right-center,mixed,low credibility
WC Iowa News – Bias and Credibility,https://mediabiasfactcheck.com/wc-iowa-news/,www.wciowanews.com,right-center,mixed,low credibility
Wealth Management Wire – Bias and Credibility,https://mediabiasfactcheck.com/wealth-management-wire-bias/,www.wealthmanagementwire.com,right-center,mixed,low credibility
The Hill – Bias and Credibility,https://mediabiasfactcheck.com/the-hill/,www.thehill.com,center,mostly,high credibility
Journal Standard – Bias and Credibility,https://mediabiasfactcheck.com/journal-standard/,www.journalstandard.com,center,high,high credibility
The Meme Policeman – Bias and Credibility,https://mediabiasfactcheck.com/the-meme-policeman/,www.memepoliceman.com,center,mostly,high credibility
West Massachusetts News – Bias and Credibility,https://mediabiasfactcheck.com/west-massachusetts-news-bias/,www.westmassnews.com,right-center,mixed,low credibility
West STL News – Bias and Credibility,https://mediabiasfactcheck.com/west-stl-news-bias/,www.stlwestnews.com,right-center,mixed,low credibility
WhatRegistrater.com (Fake Fox News) – Bias and Credibility,https://mediabiasfactcheck.com/whatregistrater-com-fake-fox-news/,www.whatregistrater.com,No media bias rating,VeryLow,low credibility
The Salinas Californian – Bias and Credibility,https://mediabiasfactcheck.com/the-salinas-californian-bias/,www.thecalifornian.com,center,high,high credibility
Women’s Rights News – Bias and Credibility,https://mediabiasfactcheck.com/womens-rights-news/,www.facebook.com,No media bias rating,mixed,low credibility
Wyandotte Times – Bias and Credibility,https://mediabiasfactcheck.com/wyandotte-times-bias/,www.wyandottetimes.com,right-center,mixed,low credibility
Tama-Toledo News Chronicle – Bias and Credibility,https://mediabiasfactcheck.com/tama-toledo-news-chronicle/,www.tamatoledonews.com,center,high,high credibility
Patriot Front (formerly Vanguard America) – Bias and Credibility,https://mediabiasfactcheck.com/vanguard-america/,www.patriotfront.us,extreme-right,very_low,low credibility
Viral Cocaine – Bias and Credibility,https://mediabiasfactcheck.com/viral-cocaine/,www.viralcocaine.com,No media bias rating,low,low credibility
Virginia Star – Bias and Credibility,https://mediabiasfactcheck.com/virginia-star-bias/,www.thevirginiastar.com,right,mixed,low credibility
The Centre for Economic Policy Research (CEPR) – Bias and Credibility,https://mediabiasfactcheck.com/the-centre-for-economic-policy-research-cepr-bias/,www.cepr.org,center,high,high credibility
The Dekalb Daily Chronicle – Bias and Credibility,https://mediabiasfactcheck.com/the-daily-chronicle/,www.daily-chronicle.com,center,high,high credibility
The Debrief – Bias and Credibility,https://mediabiasfactcheck.com/the-debrief-bias/,www.thedebrief.org,center,mostly,high credibility
The Flip Side – Bias and Credibility,https://mediabiasfactcheck.com/the-flip-side/,www.theflipside.io,center,high,high credibility
Westbank Louisiana News – Bias and Credibility,https://mediabiasfactcheck.com/westbank-louisiana-news-bias/,www.westbanklanews.com,right-center,mixed,low credibility
West Cook News – Bias and Credibility,https://mediabiasfactcheck.com/west-cook-news-bias/,www.westcooknews.com,right-center,mixed,low credibility
West Florida News – Bias and Credibility,https://mediabiasfactcheck.com/west-florida-news/,www.westflnews.com,right-center,mixed,low credibility
The Morning Call – Bias and Credibility,https://mediabiasfactcheck.com/the-morning-call/,www.mcall.com,center,high,high credibility
West SGV News – Bias and Credibility,https://mediabiasfactcheck.com/west-sgv-news/,www.westsgvnews.com,right-center,mixed,low credibility
The Post Star – Bias and Credibility,https://mediabiasfactcheck.com/the-post-star/,www.poststar.com,center,high,high credibility
The Republic (Indiana) – Bias and Credibility,https://mediabiasfactcheck.com/the-republic-indiana/,www.therepublic.com,center,high,high credibility
The Sentinel (Pennsylvania) – Bias and Credibility,https://mediabiasfactcheck.com/the-sentinel-pennsylvania/,www.cumberlink.com,center,high,high credibility
The Star Democrat – Bias and Credibility,https://mediabiasfactcheck.com/the-star-democrat/,www.stardem.com,center,high,high credibility
Xinhua English – Bias and Credibility,https://mediabiasfactcheck.com/xinhua-english/,www.news.cn,No media bias rating,mixed,low credibility
The Waterloo-Cedar Falls Courier – Bias and Credibility,https://mediabiasfactcheck.com/the-waterloo-cedar-falls-courier/,www.wcfcourier.com,center,high,high credibility
Yuba-Sutter Times – Bias and Credibility,https://mediabiasfactcheck.com/yuba-sutter-times/,www.yubasuttertimes.com,right-center,mixed,low credibility
Actuators Journal – Bias and Credibility,https://mediabiasfactcheck.com/actuators-journal-bias/,www.mdpi.com,pro-science,mostly,medium credibility
Agriculture Journal – Bias and Credibility,https://mediabiasfactcheck.com/agriculture-journal-bias/,www.mdpi.com,pro-science,mostly,medium credibility
Air & Space Magazine – Bias and Credibility,https://mediabiasfactcheck.com/air-space-magazine/,www.airspacemag.com,pro-science,very high,high credibility
United Press International (UPI) – Bias and Credibility,https://mediabiasfactcheck.com/united-press-international-upi/,www.upi.com,center,high,high credibility
USHistory.org – The Independence Hall Association (IHA) – Bias and Credibility,https://mediabiasfactcheck.com/ushistory-org-the-independence-hall-association-iha-bias/,www.ushistory.org,center,high,high credibility
